SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;ID_ESCOLA;NO_ESCOLA;REDE;VL_APROVACAO_2023_SI_4;VL_APROVACAO_2023_1;VL_APROVACAO_2023_2;VL_APROVACAO_2023_3;VL_APROVACAO_2023_4;VL_INDICADOR_REND_2023;VL_NOTA_MATEMATICA_2023;VL_NOTA_PORTUGUES_2023;VL_NOTA_MEDIA_2023;VL_OBSERVADO_2023
RO;1100304.0;Vilhena;11033215.0;CENTRO EDUCACIONAL ISOLINA RUTTMANN - SESI;Privada;-;-;-;-;-;-;-;-;-;-
RO;1100304.0;Vilhena;11033649.0;EEEFM MARIA ARLETE TOLEDO;Estadual;71.5;66.7;70.8;86.4;-;0.737266;269.98;277;4.628075;3.4
RO;1100304.0;Vilhena;11033797.0;EEEFM ALVARES DE AZEVEDO;Estadual;87.7;85.3;85.2;95.1;-;0.882985;276.12;290.46;4.915808;4.3
RO;1100304.0;Vilhena;11033819.0;EEEM EM TEMPO INTEGRAL MARECHAL RONDON;Estadual;90.9;86.6;95.2;97.2;-;0.927655;270.1;273.77;4.581407;4.2
RO;1100304.0;Vilhena;11033835.0;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM V;Estadual;89.9;81.5;98.6;98.5;-;0.921257;292.23;299.68;5.280096;4.9
RO;1100304.0;Vilhena;11041951.0;COOPERATIVA EDUCACIONAL DE VILHENA;Privada;-;-;-;-;-;-;-;-;-;-
RO;1100304.0;Vilhena;11106867.0;EEEFM SHIRLEI CERUTI;Estadual;77.6;77.5;77.8;77.7;-;0.776665;ND;ND;-;-
RO;1100304.0;Vilhena;11107804.0;IFRO - CAMPUS VILHENA;Federal;91.8;92;86;98;-;0.917388;ND;ND;-;-
RO;1100320.0;São Miguel do Guaporé;11022981.0;EEEFM PRINCESA ISABEL;Estadual;98.6;98.1;99.3;98.6;-;0.986642;264.2;269.32;4.431925;4.4
RO;1100338.0;Nova Mamoré;11003979.0;EEEFM CASIMIRO DE ABREU;Estadual;98.9;99.4;98.1;99.1;-;0.988635;256.81;257.56;4.152085;4.1
RO;1100338.0;Nova Mamoré;11004274.0;EEEFM PROFESSOR SALOMAO SILVA;Estadual;99.5;98.8;100;100;-;0.995968;262.83;274.84;4.495318;4.5
RO;1100338.0;Nova Mamoré;11048247.0;EEEFM PROFESSORA MARIA LAURINDA GROFF;Estadual;88.2;87.8;86.3;92.7;-;0.888507;254.81;264.15;4.222648;3.8
RO;1100338.0;Nova Mamoré;11049855.0;EEEFM PEDRO MENDES CARDOSO;Estadual;87.9;82.4;91.5;93.2;-;0.887718;241.05;238.09;3.639269;3.2
RO;1100346.0;Alvorada D'Oeste;11023660.0;EEEFM JOAQUIM XAVIER DE OLIVEIRA;Estadual;-;-;-;-;-;-;-;-;-;-
RO;1100346.0;Alvorada D'Oeste;11023678.0;EEEFM SANTA ANA;Estadual;97.6;98.7;95.2;98.6;-;0.974725;254.03;253.51;4.052411;3.9
RO;1100379.0;Alto Alegre dos Parecis;11024437.0;EEEFM ARTUR DA COSTA E SILVA;Estadual;89.9;89.2;88.4;93.7;-;0.903741;278.99;281.1;4.815997;4.4
RO;1100403.0;Alto Paraíso;11009888.0;EEEFM LAURINDO RABELO;Estadual;85.4;88;84;83.1;-;0.849808;ND;ND;-;-
RO;1100452.0;Buritis;11004428.0;EEEFM BURITI;Estadual;90.5;89.9;88.7;93.2;-;0.905605;258.92;266.42;4.314354;3.9
RO;1100452.0;Buritis;11039582.0;EEEMTI MARECHAL RONDON;Estadual;96.7;94.3;96.8;100;-;0.969774;272.23;281.51;4.727191;4.6
RO;1100452.0;Buritis;11042028.0;EEEFM ELVANDAS MARIA DE SIQUEIRA;Estadual;79.6;89.2;73.8;75.8;-;0.790441;ND;ND;-;-
RO;1100452.0;Buritis;11045914.0;EEEFM MARIA DE ABREU BIANCO;Estadual;76.6;76.4;76.4;77.4;-;0.767304;ND;ND;-;-
RO;1100502.0;Novo Horizonte do Oeste;11030003.0;EEEFM AMERICO BRASILIENSE DE ALMEIDA E MELO;Estadual;97.8;96.5;100;97.7;-;0.980453;257.39;251.91;4.07565;4
RO;1100502.0;Novo Horizonte do Oeste;11030372.0;EEEFM MARECHAL CANDIDO RONDON;Estadual;98.1;94.8;100;100;-;0.982044;284.3;284.8;4.945965;4.9
RO;1100601.0;Cacaulândia;11010290.0;EEEFM FREI HENRIQUE DE COIMBRA;Estadual;97.9;96.8;97.8;100;-;0.981819;251.51;252.09;3.99576;3.9
RO;1100700.0;Campo Novo de Rondônia;11004347.0;EEEFM 15 DE OUTUBRO;Estadual;90.5;89.4;91.3;91.1;-;0.905919;261.96;265.01;4.335943;3.9
RO;1100700.0;Campo Novo de Rondônia;11076801.0;EEEFM RUTH ROCHA;Estadual;89.3;87.2;92.6;89.7;-;0.897792;ND;ND;-;-
RO;1100809.0;Candeias do Jamari;11005041.0;EEEFM CARLOS DRUMMOND DE ANDRADE;Estadual;91;89.6;90.4;97.1;-;0.922472;ND;ND;-;-
RO;1100809.0;Candeias do Jamari;11046953.0;EEEFM ALBINO BUTTNER;Estadual;93.9;-;-;100;-;1;258.16;277.2;4.465058;4.5
RO;1100908.0;Castanheiras;11030666.0;EEEFM FRANCISCA JULIA DA SILVA;Estadual;96.3;100;88.9;100;-;0.960043;259.08;261.17;4.238009;4.1
RO;1100924.0;Chupinguaia;11095806.0;EEEFM FRANCISCA MARTENDAL;Estadual;97.6;94.7;100;100;-;0.981686;220.49;225.83;3.166973;3.1
RO;1100924.0;Chupinguaia;11106859.0;EEEFM MOACYR CARAMELLO;Estadual;86.8;87.6;87;84.9;-;0.864844;ND;ND;-;-
RO;1100940.0;Cujubim;11009152.0;EEEFM ANTONIO FRANCISCO LISBOA;Estadual;84.4;81.8;87.6;85.5;-;0.848984;252.1;261.93;4.151352;3.5
RO;1101005.0;Governador Jorge Teixeira;11019115.0;EEEFM CLAUDIO MANOEL DA COSTA;Estadual;96.5;91.2;100;100;-;0.968839;277.05;275.38;4.703121;4.6
RO;1101005.0;Governador Jorge Teixeira;11019140.0;EEEFM COSTA JUNIOR;Estadual;97.7;98.9;96.7;96.6;-;0.973885;265.08;261.12;4.32153;4.2
RO;1101104.0;Itapuã do Oeste;11005360.0;EEEFM PAULO FREIRE;Estadual;80.5;76;80.9;95.4;-;0.83331;271.67;272.91;4.590583;3.8
RO;1101203.0;Ministro Andreazza;11031298.0;EEEFM NILO COELHO;Estadual;97.5;97.4;96.3;98.8;-;0.974893;258.42;250.89;4.074847;4
RO;1101302.0;Mirante da Serra;11019948.0;EEEFM MIGRANTES;Estadual;94.7;95.5;91.1;96.7;-;0.94371;262.39;264.87;4.339887;4.1
RO;1101302.0;Mirante da Serra;11019956.0;INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL;Privada;-;-;-;-;-;-;-;-;-;-
RO;1101401.0;Monte Negro;11010665.0;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;Estadual;97;95.4;98.1;98.9;-;0.974435;262.58;261.38;4.29031;4.2
RO;1101435.0;Nova União;11017120.0;EEEFM MARIA GORETTI;Estadual;94.2;90.8;94.4;100;-;0.949174;258.64;258.31;4.189015;4
RO;1101450.0;Parecis;11031689.0;EEEFM BENEDITO LAURINDO GONCALVES;Estadual;93.4;89.1;97.6;96.8;-;0.943401;257.34;253.75;4.102493;3.9
RO;1101468.0;Pimenteiras do Oeste;11035080.0;EEEFM INACIO DE CASTRO;Estadual;100;100;100;100;-;1;240.51;253.06;3.855787;3.9
RO;1101476.0;Primavera de Rondônia;11031913.0;EEEFM ESTACIO DE SA;Estadual;-;-;-;-;-;-;-;-;-;-
RO;1101476.0;Primavera de Rondônia;11032189.0;EEEFM JOSE SEVERINO DOS SANTOS;Estadual;94;92.7;91.2;100;-;0.944811;270.45;263.06;4.425993;4.2
RO;1101484.0;São Felipe D'Oeste;11031964.0;EEEFM FELIPE CAMARAO;Estadual;80.9;77.8;79.1;88.6;-;0.815608;ND;ND;-;-
RO;1101484.0;São Felipe D'Oeste;11032359.0;EEEFM MONTEIRO LOBATO;Estadual;100;100;100;100;-;1;249.56;259.76;4.083193;4.1
RO;1101492.0;São Francisco do Guaporé;11005475.0;EEEFM CAMPOS SALES;Estadual;92;89.6;92.3;96.2;-;0.926213;269.45;269.24;4.504463;4.2
RO;1101500.0;Seringueiras;11024097.0;EEEFM OSWALDO PIANNA;Estadual;98.3;97.2;98.6;100;-;0.985867;274.54;274.92;4.660982;4.6
RO;1101559.0;Teixeirópolis;11017384.0;EEEFM PIONEIRA;Estadual;96.9;95.4;100;95.7;-;0.969885;263.22;260.23;4.282083;4.2
RO;1101609.0;Theobroma;11020326.0;EEEFM PRIMAVERA;Estadual;95.9;95.5;95.5;96.9;-;0.959622;259.74;262.38;4.265392;4.1
RO;1101708.0;Urupá;11020504.0;EEEFM ALTAMIR BILLY SOARES;Estadual;94.8;93.9;97.7;92;-;0.944745;268.09;260.94;4.361111;4.1
RO;1101757.0;Vale do Anari;11008105.0;EEEFM BARTOLOMEU LOURENCO DE GUSMAO;Estadual;90.2;92;86;92.6;-;0.900993;264.82;251.37;4.17192;3.8
RO;1101807.0;Vale do Paraíso;11021403.0;EEEFM TUBARAO;Estadual;90.6;89;87.7;94.8;-;0.903969;240.22;239.79;3.653061;3.3
AC;1200013.0;Acrelândia;12018422.0;ESC SANTA LUCIA III;Estadual;75.4;62.9;88.2;92.3;-;0.788015;284.62;263.24;4.627705;3.6
AC;1200013.0;Acrelândia;12021768.0;ESC MARCILIO PONTES DOS SANTOS;Estadual;77.1;67.5;78.9;92;-;0.782092;ND;ND;-;-
AC;1200013.0;Acrelândia;12128236.0;ESC FAMILIA AGRICOLA JEAN PIERRE MINGAN;Estadual;79.2;87.2;60.6;90.5;-;0.768851;264.96;253.03;4.198737;3.2
AC;1200054.0;Assis Brasil;12015946.0;ESC PROFª IRIS CELIA CABANELLAS ZANNINI;Estadual;84.9;77.8;86.6;95.1;-;0.859203;266.78;267.12;4.435227;3.8
AC;1200104.0;Brasiléia;12016284.0;ESC KAIRALA JOSE KAIRALA;Estadual;95;96.4;94;93.8;-;0.947187;268.75;263.52;4.409003;4.2
AC;1200104.0;Brasiléia;12017027.0;ESC INSTITUTO ODILON PRATAGI;Estadual;100;-;-;100;-;1;274.89;276.52;4.68985;4.7
AC;1200104.0;Brasiléia;12026948.0;ESC VALERIA BISPO SABALA;Estadual;94.6;91.5;95.5;98;-;0.949239;ND;ND;-;-
AC;1200104.0;Brasiléia;12034568.0;ESC MARIA DAS GRACAS ROCHA RODRIGUES;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200138.0;Bujari;12009369.0;ESC SAO JOAO BATISTA;Estadual;89.2;88.1;83.5;96.2;-;0.889632;247.61;247.51;3.872422;3.4
AC;1200138.0;Bujari;12009555.0;ESC PEDRO GOMES DE LIMA;Estadual;86.5;73.7;88.9;100;-;0.861645;ND;ND;-;-
AC;1200138.0;Bujari;12020680.0;ESC NOVA VIDA;Estadual;87.8;83.3;87.5;92.3;-;0.875462;236.04;222.48;3.335222;2.9
AC;1200179.0;Capixaba;12009725.0;ESC ARGENTINA PEREIRA FEITOSA;Estadual;78.1;66.1;86.4;89.4;-;0.7918;ND;ND;-;-
AC;1200179.0;Capixaba;12023396.0;ESC NOVA ESPERANCA;Estadual;95.6;94.3;100;95.8;-;0.966406;261.52;264.45;4.32138;4.2
AC;1200179.0;Capixaba;12030899.0;ESC ARISTON FERREIRA DA CUNHA;Estadual;81.2;77.8;70;100;-;0.807772;ND;ND;-;-
AC;1200203.0;Cruzeiro do Sul;12000213.0;ESC ANSELMO MAIA DE CARVALHO;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12000418.0;ESC FLODOARDO CABRAL;Estadual;87;77.2;89.8;97.2;-;0.872669;260.21;262.37;4.271844;3.7
AC;1200203.0;Cruzeiro do Sul;12000442.0;ESC COMANDANTE BRAZ DE AGUIAR;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12000450.0;ESC CRAVEIRO COSTA;Estadual;94.4;91.1;94.3;98.9;-;0.946592;267.99;265.68;4.430664;4.2
AC;1200203.0;Cruzeiro do Sul;12000906.0;ESC JUAREZ IBERNON;Estadual;85.6;83.4;82.9;93.8;-;0.864202;ND;ND;-;-
AC;1200203.0;Cruzeiro do Sul;12000914.0;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;Estadual;93.2;87;98.7;100;-;0.948588;260.4;259.83;4.236488;4
AC;1200203.0;Cruzeiro do Sul;12000930.0;ESC MANOEL BRAZ DE MELO;Estadual;97.5;95.5;98;100;-;0.977986;265.08;262.72;4.345482;4.2
AC;1200203.0;Cruzeiro do Sul;12000973.0;ESC MARCILIO NUNES RIBEIRO II;Estadual;91.1;93.9;87.5;92.9;-;0.913452;ND;ND;-;-
AC;1200203.0;Cruzeiro do Sul;12001015.0;ESC MARIA DE NAZARE SANTIAGO;Estadual;89.2;90.9;88.2;88.5;-;0.891838;ND;ND;-;-
AC;1200203.0;Cruzeiro do Sul;12001104.0;ESC NORBERTO ASSUNCAO CAVALCANTE;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12001686.0;ESC INSTITUTO SANTA TERESINHA;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12020249.0;ESC DOM HENRIQUE RUTH;Estadual;79.6;72;83.3;88;-;0.805211;ND;ND;-;-
AC;1200203.0;Cruzeiro do Sul;12021962.0;ESC MARIA LIMA DE SOUZA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12030937.0;IFAC - CAMPUS CRUZEIRO DO SUL;Federal;-;-;-;-;-;-;-;-;-;-
AC;1200203.0;Cruzeiro do Sul;12033537.0;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;Estadual;97.8;98.4;95;100;-;0.977552;293.46;301.33;5.322072;5.2
AC;1200252.0;Epitaciolândia;12017060.0;ESC LUIZ GONZAGA DA ROCHA;Estadual;90.1;88.7;88.6;96.9;-;0.912393;243.24;244.94;3.772573;3.4
AC;1200252.0;Epitaciolândia;12031674.0;ESC BELO PORVIR;Estadual;92.3;88.3;93.8;96.2;-;0.926469;270.65;274.85;4.605299;4.3
AC;1200302.0;Feijó;12004120.0;ESC DOM PEDRO I;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200302.0;Feijó;12004197.0;ESC JOSE GURGEL RABELLO;Estadual;93.4;86.9;96.9;96.4;-;0.931653;254.63;250.52;4.016078;3.7
AC;1200328.0;Jordão;12030155.0;ESC JAIRO DE FIGUEIREDO MELO;Estadual;95.3;93.5;94.7;98.3;-;0.954569;251.72;264.58;4.185686;4
AC;1200336.0;Mâncio Lima;12001791.0;ESC SAO FRANCISCO;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200336.0;Mâncio Lima;12001805.0;ESC 1º DE MAIO;Estadual;87.6;81.5;87.5;95.3;-;0.877406;ND;ND;-;-
AC;1200336.0;Mâncio Lima;12001945.0;ESC ANTONIO OLIVEIRA DANTAS;Estadual;87.9;81.6;89.5;94.2;-;0.881218;254.33;257.73;4.119798;3.6
AC;1200336.0;Mâncio Lima;12002046.0;ESC FRANCISCO FREIRE DE CARVALHO;Estadual;96.3;95.7;95.7;98.3;-;0.965512;256.88;257.44;4.151272;4
AC;1200344.0;Manoel Urbano;12006920.0;ESC NAZIRA ANUTE DE LIMA;Estadual;89.5;90.9;85.3;93.9;-;0.898902;242.6;237.21;3.647866;3.3
AC;1200351.0;Marechal Thaumaturgo;12026328.0;ESC ELVIRA FERREIRA GOMES;Estadual;90.8;90.4;85.6;97.5;-;0.909074;ND;ND;-;-
AC;1200385.0;Plácido de Castro;12010731.0;ESC SAO LUIZ GONZAGA;Estadual;86.7;83.9;86.7;91.2;-;0.87164;276.24;260.31;4.466146;3.9
AC;1200385.0;Plácido de Castro;12023779.0;ESC JOAO RICARDO DE FREITAS;Estadual;90.2;81.1;95.3;100;-;0.913976;266.48;264.29;4.388648;4
AC;1200393.0;Porto Walter;12003050.0;ESC BORGES DE AQUINO;Estadual;85.5;74.1;91.5;98.9;-;0.868672;252.52;244.99;3.903658;3.4
AC;1200401.0;Rio Branco;12010928.0;COLEGIO ADVENTISTA DE RIO BRANCO;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12010936.0;ESC CENTRO EDUCACIONAL E CULTURAL - META;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12011320.0;ESC CAPITAO EDGAR CERQUEIRA FILHO;Estadual;81.4;74.3;86.1;84.6;-;0.813147;255.71;251.4;4.04442;3.3
AC;1200401.0;Rio Branco;12011410.0;ESC COLEGIO DE APLICACAO UFAC;Federal;87.5;81;82.9;100;-;0.87188;302.3;316.2;5.668834;4.9
AC;1200401.0;Rio Branco;12011428.0;ESC COLEGIO ACREANO;Estadual;94.9;89.7;96.6;100;-;0.952374;ND;ND;-;-
AC;1200401.0;Rio Branco;12011444.0;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;Estadual;73;54.1;75.3;91.9;-;0.703467;256.99;264.58;4.259703;3
AC;1200401.0;Rio Branco;12011517.0;ESC DR JOAO BATISTA AGUIAR;Estadual;84.4;73.1;86.6;97.4;-;0.845209;273.25;290.66;4.878493;4.1
AC;1200401.0;Rio Branco;12011584.0;ESC ALCIMAR NUNES LEITAO;Estadual;92.6;88.9;94.7;95.5;-;0.929384;ND;ND;-;-
AC;1200401.0;Rio Branco;12012017.0;ESC HUMBERTO SOARES DA COSTA;Estadual;95.3;94;97.6;93.3;-;0.949298;285.4;300.11;5.190606;4.9
AC;1200401.0;Rio Branco;12012106.0;ESC SENADOR ADALBERTO SENA;Estadual;90.4;86.2;90.8;96.7;-;0.910321;ND;ND;-;-
AC;1200401.0;Rio Branco;12012181.0;ESC PROF JOSE RODRIGUES LEITE;Estadual;90.5;88.4;85.3;96.9;-;0.899403;273.66;287.46;4.836347;4.3
AC;1200401.0;Rio Branco;12012297.0;ESC DR AUGUSTO MONTEIRO;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12012360.0;ESC DR SANTIAGO DANTAS;Estadual;95.9;91.1;97.7;100;-;0.961158;274.07;275.79;4.667405;4.5
AC;1200401.0;Rio Branco;12012556.0;ESC PROF HELOISA MOURAO MARQUES;Estadual;75.3;60.9;79.9;91.5;-;0.75254;ND;ND;-;-
AC;1200401.0;Rio Branco;12012564.0;ESC HENRIQUE LIMA;Estadual;87.8;83.8;87.1;95.1;-;0.884187;ND;ND;-;-
AC;1200401.0;Rio Branco;12012580.0;ESC INSTITUTO DE EDUCACAO LOURENCO FILHO;Estadual;97.7;96.5;100;97.5;-;0.97978;285.6;298.09;5.163175;5.1
AC;1200401.0;Rio Branco;12012750.0;ESC LEONCIO DE CARVALHO;Estadual;88.6;84.7;86.6;96.9;-;0.890905;261.32;276.51;4.49911;4
AC;1200401.0;Rio Branco;12012823.0;ESC MAJOR JOAO CANCIO;Estadual;89.1;81.3;90;94.7;-;0.883109;ND;ND;-;-
AC;1200401.0;Rio Branco;12013013.0;ESC LOURIVAL SOMBRA PEREIRA LIMA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12013161.0;ESC NOVA ESPERANCA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12013242.0;ESC PADRE CARLOS CASAVECCHIA;Estadual;94.5;90.8;100;93;-;0.944409;254.35;258.9;4.137594;3.9
AC;1200401.0;Rio Branco;12013340.0;ESC PRESBITERIANA JOAO CALVINO;Estadual;97.6;97.2;98.3;97.1;-;0.975303;274.74;284.08;4.800917;4.7
AC;1200401.0;Rio Branco;12013510.0;ESC PROF DALVA DE SOUZA DAS NEVES;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12013595.0;ESC SAO PEDRO I;Estadual;94;97.8;91.3;92;-;0.936113;ND;ND;-;-
AC;1200401.0;Rio Branco;12014001.0;ESC SANTO ANTONIO II;Estadual;90;80;95.5;100;-;0.909885;ND;ND;-;-
AC;1200401.0;Rio Branco;12014052.0;ESC TANCREDO DE ALMEIDA NEVES;Estadual;80.7;70.3;79.3;94.7;-;0.802252;253.85;263.6;4.200931;3.4
AC;1200401.0;Rio Branco;12014370.0;ESC INSTITUTO IMACULADA CONCEICAO;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12014389.0;ESC INSTITUTO SAO JOSE;Estadual;98.8;-;-;98.8;-;0.988;283.47;291.19;5.029966;5
AC;1200401.0;Rio Branco;12015172.0;ESC TUFI ASMAR;Estadual;95.7;92.3;94.7;100;-;0.9556;268.69;275.69;4.590346;4.4
AC;1200401.0;Rio Branco;12019054.0;ESC COLEGIO PINGO DE OURO;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12021261.0;ESC COLEGIO VITORIA;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12022969.0;ESC ASSOCIACAO MODELAR DE ENSINO A M E;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12026409.0;COLEGIO ALTERNATIVO DO ACRE;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12026530.0;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12027340.0;ESC LOURIVAL PINHO;Estadual;79.5;85;78;75.1;-;0.79154;ND;ND;-;-
AC;1200401.0;Rio Branco;12027359.0;ESC PAULO FREIRE;Estadual;98.2;97.1;98.3;100;-;0.984523;ND;ND;-;-
AC;1200401.0;Rio Branco;12027758.0;ESC GLORIA PEREZ;Estadual;96.4;96;95.7;98.8;-;0.968134;259.09;266.15;4.3127;4.2
AC;1200401.0;Rio Branco;12028037.0;ESC JORNALISTA ARMANDO NOGUEIRA;Estadual;89.4;83.2;93.6;93.4;-;0.897945;ND;ND;-;-
AC;1200401.0;Rio Branco;12028843.0;ESC TECNICA EM SAUDE MARIA MOREIRA DA ROCHA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12028860.0;ESC JOSE RIBAMAR BATISTA;Estadual;91.5;89;93.5;93.5;-;0.919503;272.37;274.75;4.62796;4.3
AC;1200401.0;Rio Branco;12029580.0;ESC CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICA ROBERVAL CARDOSO;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12030058.0;ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12030961.0;IFAC - CAMPUS RIO BRANCO;Federal;92.2;87.3;95.4;96;-;0.927254;ND;ND;-;-
AC;1200401.0;Rio Branco;12031682.0;ESC COLEGIO SIGMA;Privada;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12032093.0;IFAC - CAMPUS AVANCADO RIO BRANCO BAIXADA DO SOL;Federal;-;-;-;-;-;-;-;-;-;-
AC;1200401.0;Rio Branco;12032166.0;ESC PROF RAIMUNDA SILVA PARA;Estadual;71.6;54.7;83.7;85.9;-;0.716496;ND;ND;-;-
AC;1200401.0;Rio Branco;12033359.0;ESC COLEGIO MILITAR TIRADENTES;Estadual;99.5;98.6;100;100;-;0.995289;285.98;298.97;5.181686;5.2
AC;1200401.0;Rio Branco;12033367.0;ESC COLEGIO MILITAR DOM PEDRO II;Estadual;99.3;98.1;100;100;-;0.993585;282.91;287.17;4.961921;4.9
AC;1200401.0;Rio Branco;12033898.0;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;Estadual;100;100;100;100;-;1;ND;ND;-;-
AC;1200401.0;Rio Branco;12044636.0;ESC PROF PEDRO MARTINELLO;Estadual;84.3;77.3;86.5;94.8;-;0.856022;259.44;271.88;4.403394;3.8
AC;1200401.0;Rio Branco;12044822.0;ESC SEBASTIAO PEDROSA;Estadual;96.6;94.9;99.2;96.7;-;0.969014;274.54;274.52;4.654994;4.5
AC;1200401.0;Rio Branco;12052221.0;ESC PROF CLICIA GADELHA;Estadual;85.8;80.6;86.5;94.2;-;0.867469;260.18;262.02;4.266183;3.7
AC;1200401.0;Rio Branco;12091260.0;ESC BOA UNIAO ENSINO JOVEM;Estadual;93.1;89.4;94.4;98.6;-;0.939823;244.69;255.24;3.94713;3.7
AC;1200427.0;Rodrigues Alves;12003638.0;ESC FELICISSIMO NEGREIROS;Estadual;95.9;96.8;91.3;100;-;0.958973;247.89;248.21;3.886834;3.7
AC;1200427.0;Rodrigues Alves;12003760.0;ESC JOSE DE SOUZA MARTINS;Estadual;91.7;89.5;94.4;90.9;-;0.915541;ND;ND;-;-
AC;1200427.0;Rodrigues Alves;12003867.0;ESC NUNES CORREIA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200427.0;Rodrigues Alves;12022004.0;ESC FRANCISCO BRAGA DE SOUZA;Estadual;87.7;80.5;89;96;-;0.880411;258.38;261.12;4.227429;3.7
AC;1200427.0;Rodrigues Alves;12028479.0;ESC MANOEL CARNEIRO DE MESSIAS;Estadual;98.1;100;93.3;100;-;0.976622;241.63;236.85;3.628853;3.5
AC;1200435.0;Santa Rosa do Purus;12028851.0;ESC PADRE PAOLINO MARIA BALDASSARI;Estadual;65.2;45.1;82.7;81.8;-;0.645303;239.32;222.39;3.379942;2.2
AC;1200450.0;Senador Guiomard;12014591.0;ESC CIVICO MILITAR 15 DE JUNHO;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200450.0;Senador Guiomard;12014877.0;ESC PADRE CARLOS CASAVEQUIA;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200450.0;Senador Guiomard;12033790.0;ESC CIVICO MILITAR PROFESSOR ALDACI SIMOES DA COSTA;Estadual;92.8;86.5;94.6;99.4;-;0.931912;263.49;273.62;4.486324;4.2
AC;1200500.0;Sena Madureira;12007412.0;ESC ASSIS VASCONCELOS;Estadual;85.9;83.3;84.1;93.6;-;0.867574;ND;ND;-;-
AC;1200500.0;Sena Madureira;12007536.0;ESC COMUNITARIA II;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200500.0;Sena Madureira;12007617.0;ESC DOM JULIO MATTIOLI;Estadual;77.5;64.1;85.2;94.9;-;0.792077;265.58;274.79;4.533193;3.6
AC;1200500.0;Sena Madureira;12030945.0;IFAC - CAMPUS SENA MADUREIRA;Federal;98.8;98.3;100;97.9;-;0.98725;282.33;286.72;4.947039;4.9
AC;1200609.0;Tarauacá;12005398.0;ESC 15 DE JUNHO;Estadual;97.7;100;92.9;100;-;0.975157;239.42;261.64;3.968921;3.9
AC;1200609.0;Tarauacá;12005711.0;ESC DR DJALMA DA CUNHA BATISTA;Estadual;98.4;99.5;98.6;96.1;-;0.980454;262.68;265.93;4.359828;4.3
AC;1200609.0;Tarauacá;12005894.0;ESC JOAO RIBEIRO;Estadual;95.1;93.8;93.4;99.3;-;0.954256;245.41;244.71;3.799607;3.6
AC;1200609.0;Tarauacá;12029718.0;ESC MAGIA DO SABER;Estadual;-;-;-;-;-;-;-;-;-;-
AC;1200609.0;Tarauacá;12031755.0;ESC FRANCISCO NAPOLEAO DE ARAUJO;Estadual;79.8;79.1;77.8;82.8;-;0.798446;241.12;245.77;3.755223;3
AC;1200609.0;Tarauacá;12032441.0;IFAC - CAMPUS TARAUACA;Federal;-;-;-;-;-;-;-;-;-;-
