NU_ANO_CENSO;NO_REGIAO;SG_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_SITUACAO_FUNCIONAMENTO;IN_AGUA_POTAVEL;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_BANHEIRO;IN_BIBLIOTECA;IN_COZINHA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SALA_PROFESSOR;IN_SECRETARIA;IN_SALA_ATENDIMENTO_ESPECIAL;IN_COMPUTADOR;QT_DESKTOP_ALUNO;QT_COMP_PORTATIL_ALUNO;QT_TABLET_ALUNO;IN_INTERNET;IN_ALIMENTACAO;IN_MED;QT_MAT_MED;QT_DOC_MED;QT_TUR_MED;QT_TUR_MED_INT
2023;Norte;RO;Porto Velho;1100205;CENTRO DE ENSINO CLASSE A;11000058;4;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;44.0;0.0;0.0;1.0;0.0;1.0;354.0;29.0;8.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO SAPIENS - UNIDADE JARDIM DAS MANGUEIRAS;11000198;4;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;72.0;23.0;25.0;1.0;0.0;1.0;217.0;31.0;6.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO SAPIENS - UNIDADE JARDIM AMERICA;11000252;4;1;1;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;25.0;1.0;0.0;1.0;100.0;27.0;4.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM I;11000260;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;10.0;0.0;0.0;1.0;1.0;1.0;330.0;25.0;14.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM DR JOSE OTINO DE FREITAS;11000317;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;5.0;0.0;1.0;1.0;1.0;46.0;12.0;2.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO ADVENTISTA DE PORTO VELHO;11000350;4;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;4.0;0.0;13.0;1.0;0.0;1.0;189.0;15.0;7.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEMTI 4 DE JANEIRO;11000384;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;232.0;18.0;9.0;9.0
2023;Norte;RO;Porto Velho;1100205;EEEFM PROFESSORA ANTONIA VIEIRA FROTA;11000457;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;30.0;500.0;0.0;1.0;1.0;1.0;282.0;31.0;9.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM BANDEIRANTES;11000554;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;30.0;22.0;0.0;1.0;1.0;1.0;194.0;32.0;7.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEMTI BRASILIA;11000678;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;36.0;0.0;0.0;1.0;1.0;1.0;414.0;19.0;12.0;12.0
2023;Norte;RO;Porto Velho;1100205;EEEFM CAP CLAUDIO MANOEL DA COSTA;11000708;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;16.0;0.0;0.0;1.0;1.0;1.0;444.0;24.0;13.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM PROFESSOR DANIEL NERI DA SILVA;11000856;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;10.0;36.0;0.0;1.0;1.0;1.0;474.0;26.0;12.0;0.0
2023;Norte;RO;Porto Velho;1100205;CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO;11000880;4;1;1;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;20.0;0.0;0.0;1.0;0.0;1.0;254.0;14.0;7.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM ESTUDO E TRABALHO;11001046;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;15.0;2.0;0.0;1.0;1.0;1.0;472.0;28.0;22.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM GOV ARAUJO LIMA;11001119;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;26.0;27.0;0.0;1.0;1.0;1.0;369.0;20.0;11.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO DOM PEDRO II-UNIDADE I;11001135;2;1;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;24.0;20.0;0.0;1.0;1.0;1.0;234.0;16.0;8.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM GOV JESUS BURLAMAQUI HOSANNAH;11001143;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;15.0;1.0;0.0;1.0;1.0;1.0;163.0;18.0;6.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM JOHN KENNEDY;11001283;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;7.0;0.0;0.0;1.0;1.0;1.0;179.0;13.0;7.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM JORGE TEIXEIRA DE OLIVEIRA;11001305;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;22.0;20.0;1.0;1.0;1.0;1.0;170.0;14.0;5.0;0.0
2023;Norte;RO;Porto Velho;1100205;COLEGIO TIRADENTES DA POLICIA MILITAR CTPM VII;11001410;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;111.0;13.0;5.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM MARCOS DE BARROS FREIRE;11001496;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;27.0;30.0;0.0;1.0;1.0;1.0;284.0;17.0;9.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM MARIANA;11001550;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;32.0;4.0;0.0;1.0;1.0;1.0;276.0;15.0;9.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM MURILO BRAGA;11001640;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;30.0;0.0;0.0;1.0;1.0;1.0;551.0;25.0;16.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM PROF FLORA CALHEIROS COTRIN;11002018;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;40.0;0.0;0.0;1.0;1.0;1.0;735.0;49.0;24.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM RISOLETA NEVES;11002123;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4.0;2.0;0.0;1.0;1.0;1.0;840.0;48.0;30.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM SAO LUIZ;11002255;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;45.0;0.0;1.0;1.0;1.0;348.0;19.0;11.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM BARAO DO SOLIMOES;11002468;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;5.0;1.0;1.0;1.0;1.0;237.0;19.0;9.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM GETULIO VARGAS;11002476;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;217.0;16.0;6.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEM MAJOR GUAPINDAIA;11002484;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;18.0;2.0;0.0;1.0;1.0;1.0;1212.0;37.0;33.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM MARECHAL CASTELO BRANCO;11002506;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4.0;2.0;0.0;1.0;1.0;1.0;299.0;20.0;11.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM PROF ORLANDO FREIRE;11002514;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;540.0;36.0;19.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM PROF EDUARDO LIMA E SILVA;11002522;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;869.0;41.0;33.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM RIO BRANCO;11002549;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;19.0;3.0;0.0;1.0;1.0;1.0;230.0;21.0;9.0;0.0
2023;Norte;RO;Porto Velho;1100205;IEE CARMELA DUTRA;11003065;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;32.0;0.0;0.0;1.0;1.0;1.0;1465.0;48.0;48.0;0.0
2023;Norte;RO;Porto Velho;1100205;INSTITUTO LAURA VICUNA;11003081;4;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;5.0;0.0;0.0;1.0;0.0;1.0;120.0;15.0;3.0;0.0
2023;Norte;RO;Porto Velho;1100205;INSTITUTO MARIA AUXILIADORA;11003090;4;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;16.0;0.0;0.0;1.0;0.0;1.0;117.0;14.0;3.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM GENERAL OSORIO;11003413;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;162.0;21.0;7.0;0.0
2023;Norte;RO;Porto Velho;1100205;EEEFM MARIA NAZARE DOS SANTOS;11003812;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;130.0;16.0;6.0;0.0
2023;Norte;RO;Nova Mamoré;1100338;EEEFM CASIMIRO DE ABREU;11003979;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;10.0;0.0;1.0;1.0;1.0;394.0;31.0;16.0;0.0
2023;Norte;RO;Nova Mamoré;1100338;EEEFM PROFESSOR SALOMAO SILVA;11004274;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;14.0;2.0;0.0;1.0;1.0;1.0;204.0;12.0;9.0;0.0
2023;Norte;RO;Campo Novo de Rondônia;1100700;EEEFM 15 DE OUTUBRO;11004347;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;23.0;40.0;0.0;1.0;1.0;1.0;253.0;33.0;11.0;0.0
2023;Norte;RO;Buritis;1100452;EEEFM BURITI;11004428;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;32.0;0.0;0.0;1.0;1.0;1.0;460.0;17.0;12.0;0.0
2023;Norte;RO;Candeias do Jamari;1100809;EEEFM CARLOS DRUMMOND DE ANDRADE;11005041;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;18.0;10.0;0.0;1.0;1.0;1.0;666.0;26.0;19.0;0.0
2023;Norte;RO;Itapuã do Oeste;1101104;EEEFM PAULO FREIRE;11005360;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;22.0;0.0;1.0;1.0;1.0;417.0;45.0;14.0;0.0
2023;Norte;RO;São Francisco do Guaporé;1101492;EEEFM CAMPOS SALES;11005475;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;19.0;50.0;0.0;1.0;1.0;1.0;674.0;43.0;27.0;0.0
2023;Norte;RO;Costa Marques;1100080;EEEFM ANGELINA DOS ANJOS;11005823;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0;1.0;1.0;1.0;425.0;34.0;19.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EIEEFM ALEXANDRINA DO NASCIMENTO GOMES;11005912;2;2;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;36.0;22.0;3.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM X;11005939;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;292.0;16.0;10.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EIEEF 05 DE JULHO;11006072;2;2;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;31.0;17.0;1.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EIEEF MARECHAL RONDON;11006293;2;2;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;31.0;16.0;1.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EEEF PRESIDENTE EURICO GASPAR DUTRA;11006420;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;18.0;0.0;0.0;1.0;1.0;1.0;41.0;15.0;3.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;ESCOLA TOUFIA TANOUS BOUCHABKI;11006595;4;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;24.0;16.0;3.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EEEFM IRMA MARIA CELESTE CIVICO-MILITAR;11006617;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;22.0;0.0;0.0;1.0;1.0;1.0;281.0;30.0;12.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EEEFM ROCHA LEAL;11006633;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;17.0;0.0;0.0;1.0;1.0;1.0;430.0;12.0;14.0;0.0
2023;Norte;RO;Guajará-Mirim;1100106;EEEMTI SIMON BOLIVAR;11006641;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;22.0;2.0;0.0;1.0;1.0;1.0;402.0;21.0;12.0;12.0
2023;Norte;RO;Ariquemes;1100023;EEEFM CORA CORALINA;11006773;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;25.0;0.0;0.0;1.0;1.0;1.0;293.0;22.0;10.0;0.0
2023;Norte;RO;Ariquemes;1100023;EEEFM ANISIO TEIXEIRA;11006889;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;21.0;0.0;0.0;1.0;1.0;1.0;817.0;38.0;29.0;0.0
2023;Norte;RO;Ariquemes;1100023;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM III;11007168;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;290.0;19.0;11.0;0.0
2023;Norte;RO;Ariquemes;1100023;COLEGIO DINAMICO EDUCACAO BASICA;11007656;4;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;12.0;6.0;0.0;1.0;0.0;1.0;161.0;14.0;6.0;0.0
2023;Norte;RO;Ariquemes;1100023;EEEMTI HEITOR VILLA LOBOS;11007885;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;60.0;4.0;2.0;1.0;1.0;1.0;586.0;31.0;19.0;19.0
2023;Norte;RO;Ariquemes;1100023;EEEFM RICARDO CANTANHEDE;11007893;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;1205.0;55.0;53.0;0.0
2023;Norte;RO;Machadinho D'Oeste;1100130;EEEFM ALBERTO NEPOMUCENO;11008008;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;10.0;0.0;0.0;1.0;1.0;1.0;37.0;21.0;3.0;0.0
2023;Norte;RO;Vale do Anari;1101757;EEEFM BARTOLOMEU LOURENCO DE GUSMAO;11008105;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;2.0;0.0;1.0;1.0;1.0;338.0;17.0;12.0;0.0
2023;Norte;RO;Machadinho D'Oeste;1100130;EEEFM JOAQUIM PEREIRA DA ROCHA;11009080;2;1;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;25.0;72.0;0.0;1.0;1.0;1.0;148.0;22.0;12.0;0.0
2023;Norte;RO;Cujubim;1100940;EEEFM ANTONIO FRANCISCO LISBOA;11009152;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;637.0;46.0;23.0;0.0
2023;Norte;RO;Rio Crespo;1100262;EEEFM FRANCISCO MIGNONE;11009306;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;0.0;0.0;1.0;1.0;1.0;135.0;10.0;6.0;0.0
2023;Norte;RO;Alto Paraíso;1100403;EEEFM LAURINDO RABELO;11009888;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;534.0;27.0;18.0;0.0
2023;Norte;RO;Cacaulândia;1100601;EEEFM FREI HENRIQUE DE COIMBRA;11010290;2;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;28.0;0.0;0.0;1.0;1.0;1.0;197.0;41.0;12.0;0.0
2023;Norte;RO;Monte Negro;1101401;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;11010665;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;20.0;60.0;0.0;1.0;1.0;1.0;501.0;39.0;26.0;0.0
2023;Norte;RO;Jaru;1100114;EEEMTI CAPITAO SILVIO DE FARIAS;11011491;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;31.0;10.0;0.0;1.0;1.0;1.0;186.0;13.0;7.0;7.0
2023;Norte;RO;Jaru;1100114;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS;11011661;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;8.0;3.0;1.0;1.0;1.0;293.0;18.0;9.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM GOV JORGE TEIXEIRA DE OLIVEIRA;11012099;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;25.0;0.0;0.0;1.0;1.0;1.0;67.0;9.0;2.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM JOSUE MONTELLO;11012145;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;35.0;10.0;0.0;1.0;1.0;1.0;46.0;13.0;3.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM MARECHAL COSTA E SILVA;11012277;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;2.0;0.0;1.0;1.0;1.0;56.0;22.0;3.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM OLGA DELLAIA;11012447;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;3.0;0.0;1.0;1.0;1.0;219.0;22.0;7.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM PEDRO VIEIRA DE MELO;11012579;2;1;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;20.0;37.0;0.0;1.0;1.0;1.0;209.0;35.0;9.0;0.0
2023;Norte;RO;Jaru;1100114;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XIII;11012684;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;25.0;0.0;0.0;1.0;1.0;1.0;278.0;21.0;9.0;0.0
2023;Norte;RO;Jaru;1100114;EEEFM PLACIDO DE CASTRO;11012994;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;25.0;58.0;1.0;1.0;1.0;1.0;508.0;43.0;19.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;COLEGIO ADVENTISTA DE JI-PARANA;11013737;4;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;17.0;0.0;1.0;0.0;1.0;169.0;8.0;5.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM JANETE CLAIR;11014156;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;24.0;20.0;0.0;1.0;1.0;1.0;355.0;11.0;9.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;11014300;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;407.0;14.0;11.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM MARCOS BISPO DA SILVA;11014431;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;1.0;1.0;1.0;1078.0;40.0;29.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM TUPA;11015500;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;16.0;75.0;1.0;1.0;1.0;103.0;21.0;4.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM ALUIZIO FERREIRA;11015608;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;23.0;10.0;0.0;1.0;1.0;1.0;343.0;19.0;12.0;0.0
2023;Norte;RO;Ji-Paraná;1100122;EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA;11015616;2;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;30.0;0.0;1.0;1.0;1.0;100.0;22.0;4.0;0.0
